CMPD_CHEMBLID,MOLWEIGHT,mol,VALUE,ty,label,,
CHEMBL3953563,273.72,Clc1c2NC3=C(c4nnc(O)c(c24)cc1)CCCC3,10.3,IC50,1,,
CHEMBL3317913,464.57001,O=C(N1CCN(C(=O)c2cc(CC3=NNC(=O)c4c3cccc4)sc2)CC1)c1sccc1,10.84,IC50,1,,
CHEMBL3898162,322.41,OC1=NN=C2c3c4c(n(CCN5CCCC5)c3CCC2)cccc14,11,IC50,1,,
CHEMBL611958,390.48999,O=C(CN1CCN(c2ccccc2)CC1)N1C2c3c(C(=O)NC2)cccc3CC1,11,IC50,1,,
CHEMBL593837,284.35999,O=C(N1C2c3c(C(=O)NC2)cccc3CC1)C1CCCC1,11,IC50,1,,
CHEMBL494117,452.51001,O=C(N1CCN(C(=O)c2ccccc2)CC1)c1cc(CC2=NNC(=O)c3c2cccc3)ccc1,11,IC50,1,,
CHEMBL3923029,365.44,O=C(N1Cc2n(CCN(C)C)c3c4c(C(O)=NN=C(c24)C1)ccc3)C1CC1,11,IC50,1,,
CHEMBL3644596,506.51001,S(=O)(=O)(N1CCN(CC2=Nc3c4c(C(=O)NN=C4N2)ccc3)CCC1)c1cc(C(F)(F)F)ccc1,11,IC50,1,,
CHEMBL3901638,287.29001,Fc1cc2[nH]c3C(O)C(C)(C)CC4=NN=C(O)c(c2c34)c1,11,IC50,1,,
CHEMBL2058920,475.51999,Fc1c(C(=O)N2CCN(C(=O)c3ccccc3)CC2)cc(CC2=NNC(=O)C3=C2NCCC3)cc1,11,EC50,1,,
CHEMBL2058679,342.37,Fc1c(N2C(=O)CCC2)cc(CC2=NNC(=O)C3=C2NCCC3)cc1,11,EC50,1,,
CHEMBL556241,281.35999,O=C1Nc2c(-n3c1ccc3)ccc(CN1CCCCC1)c2,11,EC50,1,,
CHEMBL3974297,416.48001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)CN=C(O)c1ccccc1,11,KI,1,,
CHEMBL3920556,403.48001,O(CC(O)=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)Cc1ccccc1,11,KI,1,,
CHEMBL3982789,496.57001,Fc1c(C(O)=NC2CCN(C(=O)c3ncsc3)CC2)cc(Cc2nnc(O)c3c2NCCC3)cc1,11,KI,1,,
CHEMBL3986213,499.59,Fc1c(C(=O)N(C)C2CCN(C(OC(C)(C)C)=O)CC2)cc(Cc2nnc(O)c3c2NCCC3)cc1,11,KI,1,,
CHEMBL147054,211.22,O=C1NCCc2c(C#N)[nH]c3c2c1ccc3,11,KI,1,,
CHEMBL361675,280.29999,Fc1ccc(-c2n3c4c(c2)cccc4C(=O)NCC3)cc1,11,KI,1,,
CHEMBL303909,331.29999,FC(F)(F)c1cc(-c2n3c4c(n2)cccc4C(=O)NCC3)ccc1,11.2,KI,1,,
CHEMBL3961684,285.28,Fc1cc2[nH]c3C(=O)C(C)(C)CC4=NN=C(O)c(c2c34)c1,11.4,IC50,1,,
CHEMBL84328,334.42001,O=C(N)c1c2nc(-c3cc(CN4CCCCC4)ccc3)[nH]c2ccc1,11.7,KI,1,,
CHEMBL186380,371.48001,Oc1nc(CCCN2CC3=C(c4c(cccc4)CC3)CC2)nc2c1cccc2,12,IC50,1,,
CHEMBL188985,423.54001,Oc1nc(CCCN2CC=C(c3ccc(-[n+]4ccccc4)cc3)CC2)nc2c1cccc2,12,IC50,1,,
CHEMBL364364,361.45001,Oc1nc(CCCN2CC=C(c3ccc(O)cc3)CC2)nc2c1cccc2,12,IC50,1,,
CHEMBL1935259,445.48001,O=C(OC)[C@H]1N(CC(=O)c2cc3c4c([nH]c3cc2)c2c(c3C(=O)NC(=O)c43)CCC2)CCC1,12,IC50,1,,
CHEMBL3593982,411.47,O=C(N)c1c2nc(-c3ccc(-c4cnc(C(=O)N5CCCC5)cc4)cc3)[nH]c2ccc1,12,IC50,1,,
CHEMBL494875,448.5,Fc1c(C(=O)N2CCN(C(=O)C3CC3)CCC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,12,IC50,1,,
CHEMBL516910,471.5,Fc1c(C(=O)N2CCN(C(=O)C3CCCC3)CC2)cc(COc2c(C(=O)N)cc(F)cc2)cc1,12,IC50,1,,
CHEMBL591588,469.56,Fc1c(C(=O)N2CCN(C(=O)C3(C)NCCCC3)CC2)cc(CC=2C(C)=C(C)C(=O)NN=2)cc1,12,IC50,1,,
CHEMBL603448,500.35999,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCN(c5cnccc5)CC4)c(F)cc3)n12,12,IC50,1,,
CHEMBL493307,410.45001,Fc1c(C(=O)N2CCN(CCO)CC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,12,IC50,1,,
CHEMBL523879,422.45999,Fc1c(C(=O)N2CCN(C(=O)C)CCC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,12,IC50,1,,
CHEMBL107764,450.51999,O=C(NCC(=O)c1ccc(-c2cnccc2)cc1)CCN1C(=O)NC(=O)C2=C1CCSC2,12,IC50,1,,
CHEMBL595692,321.38,O=C(NCc1ccccc1)N1C2c3c(C(=O)NC2)cccc3CC1,12,IC50,1,,
CHEMBL595230,413.42999,Fc1c(NC(=O)[C@H]2CN(C)CCC2)ccc(-n2nc3c(C(=O)N)cc(F)cc3c2)c1,12,IC50,1,,
CHEMBL1935277,386.41,O=C1NC(=O)c2c1c1c([nH]c3c1cc(C1=NN(C)C(=O)CC1)cc3)c1c2CCC1,12,IC50,1,,
CHEMBL1935263,431.48999,O=C(N(CC)CC)CCC(=O)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1,12,IC50,1,,
CHEMBL250851,420.94,Clc1ccc(N2CCN(C3C=C(C4=Nc5c(C)cccc5C(=O)N4)CC3)CC2)cc1,12,IC50,1,,
CHEMBL195402,333.35001,O=C1NN=C(Cc2cc(N3C(=O)CCC3=O)ccc2)c2c1cccc2,12,IC50,1,,
CHEMBL3644566,357.42001,O=C1NN=C2NC(CN3CC=C(c4ccccc4)CC3)=Nc3c2c1ccc3,12,IC50,1,,
CHEMBL3644587,317.35001,O=C1NN=C2NC(CN3Cc4c(cccc4)C3)=Nc3c2c1ccc3,12,IC50,1,,
CHEMBL1649756,316.32001,O=C1Nc2c(Cc3[nH]nnn3)c3c(n2-c2c1cccc2)cccc3,12,IC50,1,,
CHEMBL381543,521.59998,S(=O)(=O)(N1CCN(C(=O)c2cc(Cc3nnc(O)c4c3cccc4)ccc2)CCC1)c1c(C)onc1C,12,IC50,1,,
CHEMBL3905040,329.34,Fc1cc2[nH]c3c4c2c(C(O)=NN=C4CN(C(=O)C(N)(C)C)C3)c1,12,IC50,1,,
CHEMBL596582,296.32999,O=C(N)c1c2nn(-c3cc(O)c(CNC)cc3)cc2ccc1,12,IC50,1,,
CHEMBL507699,272.35001,O=C(N)c1c2nc([C@@H]3N(C(C)C)CCC3)[nH]c2ccc1,12,EC50,1,,
CHEMBL577549,314.35001,O=C(N)c1c2nc(-c3ccc(-c4ccncc4)cc3)[nH]c2ccc1,12,EC50,1,,
CHEMBL1092224,362.48001,O=C(N)c1c2nc(-c3ccc(C4CCN(C(C)C)CC4)cc3)[nH]c2ccc1,12,EC50,1,,
CHEMBL432166,336.39999,O=C(N)c1c2nc(-c3ccc(CN4CCOCC4)cc3)[nH]c2ccc1,12,KI,1,,
CHEMBL3984604,312.37,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)CN,12,KI,1,,
CHEMBL3949763,409.87,Clc1cc(C(O)=Nc2cc(Cc3nnc(O)c4c3CCCC4)ccc2)c(O)cc1,12,KI,1,,
CHEMBL3932374,514.56,Fc1c(N=C(O)COc2ccc(OCc3ccccc3)cc2)cc(Cc2nnc(O)c3c2NCCC3)cc1,12,KI,1,,
CHEMBL480895,246.31,O=C(N)c1c2nc(C(NC(C)C)C)[nH]c2ccc1,12,KI,1,,
CHEMBL426070,341.41,O=C1NCCn2c(-c3cc(Cn4cccc4)ccc3)cc3c2c1ccc3,12.5,KI,1,,
CHEMBL195464,347.29999,FC(F)(F)C(=O)Nc1cc(Cc2nnc(O)c3c2cccc3)ccc1,13,IC50,1,,
CHEMBL1935267,445.48001,O=C(CCC(=O)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1)N1CCOCC1,13,IC50,1,,
CHEMBL1935254,403.44,O=C(CN1CCOCC1)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1,13,IC50,1,,
CHEMBL593592,307.35001,O=C(Cc1ncccc1)N1C2c3c(C(=O)NC2)cccc3CC1,13,IC50,1,,
CHEMBL593201,376.48001,O=C(Cc1c(C)c2c(s1)cccc2)N1C2c3c(C(=O)NC2)cccc3CC1,13,IC50,1,,
CHEMBL592909,377.48999,O=C(N1C2c3c(C(=O)NC2)cccc3CC1)c1ccc(CN(CC)CC)cc1,13,IC50,1,,
CHEMBL3895107,514.5,Fc1c(C(=O)N2CCN(C(=O)C3CCC(F)(F)CC3)CC2)cc(Oc2nnc(O)c3c2cccc3)cc1,13,IC50,1,,
CHEMBL521815,380.42001,Fc1c(C(=O)N2CCN(C)CC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,13,IC50,1,,
CHEMBL589574,479.38,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCN(CCCC)CC4)c(F)cc3)n12,13,IC50,1,,
CHEMBL363617,331.32999,O=C1N(c2cc(Cc3nnc(O)c4c3cccc4)ccc2)C(=O)C=C1,13,IC50,1,,
CHEMBL245989,397.23001,BrCC(=O)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1,13,IC50,1,,
CHEMBL1767068,411.91,Clc1c2N=C(CCCCN3CC=C(c4ccc(F)cc4)CC3)NC(=O)c2ccc1,13,IC50,1,,
CHEMBL251030,397.88,Clc1c2N=C(CCCN3CC=C(c4ccc(F)cc4)CC3)NC(=O)c2ccc1,13,IC50,1,,
CHEMBL3644592,398.47,O=C1NN=C2NC(CN3CCC(c4c5c([nH]c4)cccc5)CC3)=Nc3c2c1ccc3,13,IC50,1,,
CHEMBL3644581,361.41,O=C1NN=C2NC(CN3CCN(c4ncccc4)CC3)=Nc3c2c1ccc3,13,IC50,1,,
CHEMBL1089713,330.45001,O=C1Nc2c(cc(OC3CN(CC)CC3)cc2)C2=C1CSCC2,13,IC50,1,,
CHEMBL3644605,480.59,S(=O)(=O)(N1CCN(CC2=Nc3c4c(C(=O)NN=C4N2)ccc3)CC1)c1ccc(C(C)(C)C)cc1,13,IC50,1,,
CHEMBL504096,244.3,O=C(N)c1c2nc(C3N(C)CCC3)[nH]c2ccc1,13,EC50,1,,
CHEMBL3984330,380.48999,OC(=NCCN1CCCC1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,13,KI,1,,
CHEMBL3939291,464.51999,Fc1c(C(=O)N2CCN(c3c(F)cccc3)CC2)cc(Cc2nnc(O)c3c2CCCC3)cc1,13,KI,1,,
CHEMBL133976,283.29001,O=C(N)c1c2nc(-c3cc(OC)c(O)cc3)[nH]c2ccc1,13,KI,1,,
CHEMBL189386,359.47,Oc1nc(CCCN2CC=C(c3ccccc3)CC2)nc2c(C)cccc12,14,IC50,1,,
CHEMBL593202,324.38,O=C(CCc1cn(C)nc1)N1C2c3c(C(=O)NC2)cccc3CC1,14,IC50,1,,
CHEMBL479356,523.53998,Fc1c(C(=O)N2CCN(C(=O)C(Oc3ccccc3)C)CC2)cc(COc2c(C(=O)N)cc(F)cc2)cc1,14,IC50,1,,
CHEMBL593133,327.38,O=C(C)N1[C@H](C(=O)N2C3c4c(C(=O)NC3)cccc4CC2)CCC1,14,IC50,1,,
CHEMBL590400,505.42001,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCN(C5CCCCC5)CC4)c(F)cc3)n12,14,IC50,1,,
CHEMBL204533,416.53,O=C(N1CCN(CC2CC2)CCC1)c1cc(Cc2nnc(O)c3c2cccc3)ccc1,14,IC50,1,,
CHEMBL602752,525.37,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCN(c5ncc(C#N)cc5)CC4)c(F)cc3)n12,14,IC50,1,,
CHEMBL599801,479.38,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCN(CC(C)C)CC4)c(F)cc3)n12,14,IC50,1,,
CHEMBL47508,369.39999,Fc1cc2c(O)nc3c(c2cc1)ccc(C(=O)NCCN1CCOCC1)c3,14,IC50,1,,
CHEMBL595694,322.35999,O=C(OCc1ccccc1)N1C2c3c(C(=O)NC2)cccc3CC1,14,IC50,1,,
CHEMBL3644601,492.48001,S(=O)(=O)(N1CCN(CC2=Nc3c4c(C(=O)NN=C4N2)ccc3)CC1)c1cc(C(F)(F)F)ccc1,14,IC50,1,,
CHEMBL3963459,310.39999,OC1=NN=C2c3c4c([nH]c3CN(CCC(C)(C)C)C2)cccc14,14,IC50,1,,
CHEMBL1094953,271.70999,Clc1cc(-n2nc3c(C(=O)N)cccc3c2)ccc1,14,IC50,1,,
CHEMBL549388,255.32001,O=C1Nc2c(-n3c1ccc3)ccc(CNC(C)C)c2,14,EC50,1,,
CHEMBL488664,244.3,O=C(N)c1c2nc([C@H]3NCCCC3)[nH]c2ccc1,14,EC50,1,,
CHEMBL3914662,387.53,Oc1nnc(Cc2cc(-c3cc(CNC(C)C)ccc3)ccc2)c2c1CCCC2,14,KI,1,,
CHEMBL3967582,411.51999,Fc1c(N=C(O)CCC2CCCCC2)cc(Cc2nnc(O)c3c2CCCC3)cc1,14,KI,1,,
CHEMBL3910835,417.51001,O(CCCC(O)=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1ccccc1,14,KI,1,,
CHEMBL3975795,490.54001,Fc1c(C(O)=NC2CCN(C(=O)c3ccncc3)CC2)cc(Cc2nnc(O)c3c2NCCC3)cc1,14,KI,1,,
CHEMBL3899001,443.51999,Fc1c(C(=O)N2CCN(CCOCC)CC2)cc(Cc2nnc(O)c3c2NCCC3)cc1,14,KI,1,,
CHEMBL3949862,447.92001,Clc1cc2c(OCC(C(=O)Nc3cc(Cc4nnc(O)c5c4CCCC5)ccc3)=C2)cc1,14,KI,1,,
CHEMBL3890171,398.44,Fc1c(N=C(O)CN2C(=O)CCC2)cc(Cc2nnc(O)c3c2CCCC3)cc1,14,KI,1,,
CHEMBL3958994,351.41,O=C1N2[C@@H](COc3c2cc(Cc2nnc(O)c4c2CCCC4)cc3)CC1,14,KI,1,,
CHEMBL147891,243.27,O=C(NC)c1[nH]c2c3c(C(=O)NCCc13)ccc2,14,KI,1,,
CHEMBL189670,262.31,O=C1NCCn2c(-c3ccccc3)cc3c2c1ccc3,14.3,KI,1,,
CHEMBL1935269,444.48999,O=C(CCC(=O)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1)N1CCNCC1,15,IC50,1,,
CHEMBL1935256,385.38,O=C(Cn1ncnc1)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1,15,IC50,1,,
CHEMBL202262,458.56,O=C(N1CCC(C(=O)N2CCCCC2)CC1)c1cc(Cc2nnc(O)c3c2cccc3)ccc1,15,IC50,1,,
CHEMBL381382,458.56,O=C(N1CCC(C(=O)NC2CCCC2)CC1)c1cc(Cc2nnc(O)c3c2cccc3)ccc1,15,IC50,1,,
CHEMBL202313,419.48001,O=C(N1CCC(C(=O)OCC)CC1)c1cc(Cc2nnc(O)c3c2cccc3)ccc1,15,IC50,1,,
CHEMBL3959368,517.46997,Fc1c(C(=O)N2CCN(C(=O)c3c([N+](=O)[O-])cccc3)CC2)cc(Oc2nnc(O)c3c2cccc3)cc1,15,IC50,1,,
CHEMBL591750,530.39001,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCN(c5c(OC)cccn5)CC4)c(F)cc3)n12,15,IC50,1,,
CHEMBL381821,390.48999,O=C(N1CCN(CC)CCC1)c1cc(Cc2nnc(O)c3c2cccc3)ccc1,15,IC50,1,,
CHEMBL3951799,472.39999,FC(F)(F)c1n2c(nn1)CN(C(=O)c1c(F)ccc(Cc3nnc(O)c4c3cccc4)c1)CC2,15,IC50,1,,
CHEMBL321638,479.56,O=C(NCC(=O)c1ccc(-c2ccc(OC)cc2)cc1)CCN1C(=O)NC(=O)C2=C1CCSC2,15,IC50,1,,
CHEMBL322133,452.32999,Brc1ccc(C(=O)CNC(=O)CCN2C(=O)NC(=O)C3=C2CCSC3)cc1,15,IC50,1,,
CHEMBL3663650,374.45999,Fc1cc(C(=O)N)c2C(=O)N(N(C)c2c1)C1CCN(C2CCCCC2)CC1,15,IC50,1,,
CHEMBL248827,403.91,Clc1c2N=C(C3=C[C@@H](N4CC=C(c5ccccc5)CC4)CC3)NC(=O)c2ccc1,15,IC50,1,,
CHEMBL595681,302.32999,O=C(O)CCCC(=O)N1C2c3c(C(=O)NC2)cccc3CC1,15,IC50,1,,
CHEMBL3644589,361.41,O=C1NN=C2NC(CN3CCN(c4ccncc4)CC3)=Nc3c2c1ccc3,15,IC50,1,,
CHEMBL3644598,442.48001,S(=O)(=O)(N1CCN(CC2=Nc3c4c(C(=O)NN=C4N2)ccc3)CC1)c1cc(F)ccc1,15,IC50,1,,
CHEMBL3644610,453.53,S(=O)(=O)(N1CCN(CC2=Nc3c4c(C(=O)NN=C4N2)ccc3)CCC1)c1ccc(N)cc1,15,IC50,1,,
CHEMBL3954603,296.37,OC1=NN=C2c3c4c(n(CCN(C)C)c3CCC2)cccc14,15,IC50,1,,
CHEMBL451757,272.35001,O=C(N)c1c2nc([C@H]3N(C(C)C)CCC3)[nH]c2ccc1,15,EC50,1,,
CHEMBL1090136,320.39999,O=C(N)c1c2nc(-c3ccc(C4CCNCC4)cc3)[nH]c2ccc1,15,EC50,1,,
CHEMBL453997,258.32001,O=C(N)c1c2nc(C3CN(C)CCC3)[nH]c2ccc1,15,EC50,1,,
CHEMBL3909382,413.5,Fc1c(C(O)=NCCN2CCCCC2)cc(Cc2nnc(O)c3c2NCCC3)cc1,15,KI,1,,
CHEMBL3958902,456.57001,Fc1c(C(=O)N2CN(CCCN(C)C)CCC2)cc(Cc2nnc(O)c3c2NCCC3)cc1,15,KI,1,,
CHEMBL3895581,239.28,OC1=NN=C2c3c4c(n(C)c3CCC2)cccc14,15.8,IC50,1,,
CHEMBL3936919,457.51001,Fc1c(N=C(O)c2c(C)n(-c3ccccc3)nc2)cc(Cc2nnc(O)c3c2CCCC3)cc1,15.8,KI,1,,
CHEMBL198355,366.45999,Oc1nc2c(c3c1cccc3)ccc(CN1CC=C(c3ccccc3)CC1)c2,16,IC50,1,,
CHEMBL1935264,429.48001,O=C(CCC(=O)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1)N1CCCC1,16,IC50,1,,
CHEMBL1935253,416.48001,O=C(CN1CCN(C)CC1)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1,16,IC50,1,,
CHEMBL594522,412.48999,O=C(Cc1ccc(OCc2ccccc2)cc1)N1C2c3c(C(=O)NC2)cccc3CC1,16,IC50,1,,
CHEMBL595927,340.81,Clc1c(CC(=O)N2C3c4c(C(=O)NC3)cccc4CC2)cccc1,16,IC50,1,,
CHEMBL372989,566.65997,O=C(N1CCC(C(=O)N2Cc3c(cc(OC)c(OC)c3)CC2)CC1)c1cc(Cc2nnc(O)c3c2cccc3)ccc1,16,IC50,1,,
CHEMBL202294,446.54999,O=C(N1CCC(C(=O)NCC(C)C)CC1)c1cc(Cc2nnc(O)c3c2cccc3)ccc1,16,IC50,1,,
CHEMBL593124,395.44,Fc1cc(C(=O)N)c2nn(-c3ccc(NC(=O)C4CCN(C)CC4)cc3)cc2c1,16,IC50,1,,
CHEMBL1935270,518.57001,O=C(OC(C)(C)C)NCCNC(=O)CCC(=O)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1,16,IC50,1,,
CHEMBL250013,369.47,O=C1NC(C2=CC(N3CC=C(c4ccccc4)CC3)CC2)=Nc2c1cccc2,16,IC50,1,,
CHEMBL250488,393.92001,Clc1ccc(C2=CCN(CCCC3=Nc4c(C)cccc4C(=O)N3)CC2)cc1,16,IC50,1,,
CHEMBL3983247,324.42999,OC1=NN=C2c3c4c(n(CCN(CC)CC)c3CCC2)cccc14,16,IC50,1,,
CHEMBL3955636,240.27,OC1=NN=C2c3c4c([nH]c3CN(C)C2)cccc14,16,IC50,1,,
CHEMBL1094961,308.39001,O=C(N)c1c2nn(-c3ccc(C(NC)(C)C)cc3)cc2ccc1,16,IC50,1,,
CHEMBL2058688,434.47,Fc1c(NC(=O)CCC(=O)c2ccccc2)cc(CC2=NNC(=O)C3=C2NCCC3)cc1,16,EC50,1,,
CHEMBL2058687,463.51001,Fc1c(NC(=O)CCCC(=O)Nc2ccccc2)cc(CC2=NNC(=O)C3=C2NCCC3)cc1,16,EC50,1,,
CHEMBL488831,230.27,O=C(N)c1c2nc([C@H]3NCCC3)[nH]c2ccc1,16,EC50,1,,
CHEMBL452785,258.32001,O=C(N)c1c2nc(C3CN(CCC)C3)[nH]c2ccc1,16,EC50,1,,
CHEMBL3974858,396.54001,O=C(N(CCN(CC)CC)C)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,16,KI,1,,
CHEMBL3912807,403.48001,O(CC(O)=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1ccc(C)cc1,16,KI,1,,
CHEMBL3963719,440.54001,O=C(N1CCN(CCOCCO)CC1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,16,KI,1,,
CHEMBL3971166,511.60001,Fc1c(C(=O)N2CCN(CCOCCOCCN)CCC2)cc(Cc2nnc(O)c3c2cccc3)cc1,16,KI,1,,
CHEMBL578559,321.29999,O=C(N)c1c2nc(-c3ccc(C4=NOC(=O)N4)cc3)[nH]c2ccc1,16,KI,1,,
CHEMBL3735916,610.42999,Ic1c(C)ccc(C(=O)N2CCN(C(=O)c3c(F)ccc(CC4=NNC(=O)c5c4cccc5)c3)CC2)c1,16.9,IC50,1,,
CHEMBL187042,359.47,Oc1nc(CCCN2CC=C(c3ccc(C)cc3)CC2)nc2c1cccc2,17,IC50,1,,
CHEMBL1094631,336.39999,O=C(N)c1c2nn(-c3ccc(CN4CCOCC4)cc3)cc2ccc1,17,IC50,1,,
CHEMBL3931879,478.51999,Fc1c(C(=O)N2CCN(C(=O)C3CCCCC3)CC2)cc(Oc2nnc(O)c3c2cccc3)cc1,17,IC50,1,,
CHEMBL596365,363.42001,O=C(Nc1ccc(-n2nc3c(C(=O)N)cccc3c2)cc1)[C@H]1N(C)CCC1,17,IC50,1,,
CHEMBL245559,550.59003,O=C1NC(=O)c2c1c1c([nH]c3c1cc(-c1nc(CNC4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)sc1)cc3)c1c2CCC1,17,IC50,1,,
CHEMBL1935276,372.38,O=C1NC(=O)c2c1c1c([nH]c3c1cc(C1=NNC(=O)CC1)cc3)c1c2CCC1,17,IC50,1,,
CHEMBL395864,318.32999,O=C(C)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NC(=O)c32)CCC1,17,IC50,1,,
CHEMBL3644571,388.26001,Clc1c(Cl)ccc(CCNCC2=Nc3c4c(C(=O)NN=C4N2)ccc3)c1,17,IC50,1,,
CHEMBL2407974,408.5,O=C(NC)c1ccc(N2CCN(Cc3cc(C)c4OC(C)C(=O)Nc4c3)CC2)cc1,17,IC50,1,,
CHEMBL2237237,303.39001,O=C(NCCN)c1cc2c(NC(=O)C3=C2CCSC3)cc1,17,IC50,1,,
CHEMBL3644604,466.57001,S(=O)(=O)(N1CCN(CC2=Nc3c4c(C(=O)NN=C4N2)ccc3)CC1)c1ccc(C(C)C)cc1,17,IC50,1,,
CHEMBL3948244,318.17001,Brc1c2NC3=C(c4nnc(O)c(c24)cc1)CCCC3,17,IC50,1,,
CHEMBL526668,244.3,O=C(N)c1c2nc(C3(C)CNCC3)[nH]c2ccc1,17,EC50,1,,
CHEMBL3977834,342.37,Fc1c(N2C(O)=NCC2)cc(Cc2nnc(O)c3c2CCCC3)cc1,17,KI,1,,
CHEMBL520922,316.41,O=C(N)c1c2nc(C(N(CC3COCC3)C)(C)C)[nH]c2ccc1,17,KI,1,,
CHEMBL2058684,371.37,Fc1c(N2C(=O)NCCC2=O)cc(CC2=NNC(=O)C3=C2NCCC3)cc1,17,KI,1,,
CHEMBL3735363,626.42999,Ic1c(OC)ccc(C(=O)N2CCN(C(=O)c3c(F)ccc(CC4=NNC(=O)c5c4cccc5)c3)CC2)c1,17.6,IC50,1,,
CHEMBL3763348,341.37,O=C1NN=C2C(c3cnccc3)C(c3cnccc3)Nc3c2c1ccc3,17.700001,IC50,1,,
CHEMBL495483,452.56,O=C(N1CCN(Cc2ccccc2)CCC1)c1cc(CC2=NNC(=O)c3c2cccc3)ccc1,18,IC50,1,,
CHEMBL600840,494.39999,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCN(CCN(C)C)CC4)c(F)cc3)n12,18,IC50,1,,
CHEMBL480710,339.39999,O=C(N)c1c(OCc2cc(C(=O)N3CCNCC3)ccc2)cccc1,18,IC50,1,,
CHEMBL505041,406.48999,O=C(N1CCN(CCO)CCC1)c1cc(CC2=NNC(=O)c3c2cccc3)ccc1,18,IC50,1,,
CHEMBL3917574,383.42999,Fc1cc2n(CCN(C)C)c3c4c2c(C(O)=NN=C4CN(C(=O)C2CC2)C3)c1,18,IC50,1,,
CHEMBL594312,363.42001,O=C(N)c1c2nn(-c3ccc(CN(C(=O)C4CNC4)C)cc3)cc2ccc1,18,IC50,1,,
CHEMBL391403,466.54001,S(=O)(=O)(NCc1scc(-c2cc3c4c([nH]c3cc2)c2c(c3C(=O)NC(=O)c43)CCC2)n1)C,18,IC50,1,,
CHEMBL247374,305.34,O=C1NC(=O)c2c1c1c([nH]c3c1cc(CN)cc3)c1c2CCC1,18,IC50,1,,
CHEMBL248826,387.45999,Fc1ccc(C2=CCN(C3C=C(C4=Nc5c(C(=O)N4)cccc5)CC3)CC2)cc1,18,IC50,1,,
CHEMBL3644567,374.23001,Clc1c(Cl)ccc(CNCC2=Nc3c4c(C(=O)NN=C4N2)ccc3)c1,18,IC50,1,,
CHEMBL2407973,442.95001,Clc1c(N2CCN(Cc3cc4NC(=O)C(C)Oc4cc3)CC2)ccc(C(=O)NCC)c1,18,IC50,1,,
CHEMBL3644602,458.92999,Clc1ccc(S(=O)(=O)N2CCN(CC3=Nc4c5c(C(=O)NN=C5N3)ccc4)CC2)cc1,18,IC50,1,,
CHEMBL504878,284.35999,O=C(N)c1c2nc(C3CN(C4CCCC4)C3)[nH]c2ccc1,18,EC50,1,,
CHEMBL488830,230.27,O=C(N)c1c2nc([C@@H]3NCCC3)[nH]c2ccc1,18,EC50,1,,
CHEMBL583933,318.34,O=C(N)c1c2nc(-c3ccc(-c4nc(C)oc4)cc3)[nH]c2ccc1,18,EC50,1,,
CHEMBL505909,272.35001,O=C(N)c1c2nc(C3(C)N(C(C)C)CC3)[nH]c2ccc1,18,EC50,1,,
CHEMBL3960812,394.51999,OC(=NCC1CCN(C)CC1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,18,KI,1,,
CHEMBL3971791,366.45001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1scnc1,18,KI,1,,
CHEMBL3936571,355.41,Fc1c(N2C(=O)CCC2)cc(C(C)c2nnc(O)c3c2CCCC3)cc1,18,KI,1,,
