CMPD_CHEMBLID,MOLWEIGHT,mol,VALUE,ty,label,,
CHEMBL564505,369.47,O=C(NCCc1c2c([nH]c1)ccc1C(=O)NCCc21)N1CCN(C)CCC1,58,IC50,1,,
CHEMBL550336,285.39001,O=C1Nc2c(N3C1CCCC3)ccc(CN1CCCC1)c2,58,EC50,1,,
CHEMBL3933641,312.37,O=C(OC)c1cc(CCc2nnc(O)c3c2CCCC3)ccc1,58,KI,1,,
CHEMBL3973398,387.48001,OC(=Nc1cc(-c2cc(C(C)c3nnc(O)c4c3CCCC4)ccc2)ccc1)C,58,KI,1,,
CHEMBL3979551,374.44,OC(=NCc1cnccc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,58,KI,1,,
CHEMBL479777,292.34,O=C(N)c1c2nc(C3(N)Cc4c(cccc4)C3)[nH]c2ccc1,58,KI,1,,
CHEMBL84192,325.41,O=C(CN1CCCCC1)N1Cc2c3c(c(O)nc2CC1)cccc3,59,IC50,1,,
CHEMBL599596,424.26001,Clc1c(Cl)cc2C(=O)NC=C(Cc3cc(C(=O)N4CCOCC4)c(F)cc3)n12,59,IC50,1,,
CHEMBL381977,320.35001,O=C(OC)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NCc32)CCC1,59,IC50,1,,
CHEMBL3954713,325.37,OC(=NNc1cc2c(O)nnc3c2c(NC2=C3CCCCC2)c1)C,59,IC50,1,,
CHEMBL3948838,405.45001,O(C)c1c(O)cc(N=C(O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cc1,59,KI,1,,
CHEMBL111606,407.88,Clc1ccc(C(=O)CNC(=O)CCN2C(=O)NC(=O)C3=C2CCSC3)cc1,60,IC50,1,,
CHEMBL2237233,373.48001,O=C(NCCN1CCOCC1)c1cc2c(NC(=O)C3=C2CCSC3)cc1,60,IC50,1,,
CHEMBL550053,354.45001,O=C(NCCc1c2c([nH]c1)ccc1C(=O)NCCc21)C1CCN(C)CC1,60,IC50,1,,
CHEMBL361054,393.45999,Fc1c2C(=O)NC(=O)N(CCCCN3CC=C(c4ccccc4)CC3)c2ccc1,60,IC50,1,,
CHEMBL245359,473.54999,O=C(OCc1scc(-c2cc3c4c([nH]c3cc2)c2c(c3C(=O)NC(=O)c43)CCC2)n1)C(C)(C)C,60,IC50,1,,
CHEMBL1652712,244.28,O=C(N)c1cc2NC(=O)c3c(scc3)-c2cc1,60,IC50,1,,
CHEMBL3649749,283.38,O=C1Nc2c(ccc(CN3CCCC3)c2)C=2NCCCC1=2,60,IC50,1,,
CHEMBL131820,267.29001,O=C(N)c1c2nc(-c3ccc(OC)cc3)[nH]c2ccc1,60,IC50,1,,
CHEMBL3984540,316.31,Fc1cc2c(O)nc(c(OCCN)c2cc1)-c1ccc(F)cc1,60,IC50,1,,
CHEMBL3898660,366.45999,OC(=NC1CNCCC1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,60,KI,1,,
CHEMBL3593990,397.48001,O=C(N)c1c2nc(-c3ccc(-c4cc(CN5CCCC5)cnc4)cc3)[nH]c2ccc1,61,IC50,1,,
CHEMBL455549,357.39001,Fc1c(C(=O)N2CCNCC2)cc(COc2c(C(=O)N)cccc2)cc1,61,IC50,1,,
CHEMBL3903509,349.39001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1cocc1,61,KI,1,,
CHEMBL444957,260.34,O=C(N)c1c2nc(C(N(CC)CC)C)[nH]c2ccc1,61,KI,1,,
CHEMBL480613,364.45001,O(CCCN(C)C)c1ccc(-c2n3c4c(n2)cccc4C(=O)NCC3)cc1,63,IC50,1,,
CHEMBL425201,359.47,O=C1NN=C(CCCCN2CC=C(c3ccccc3)CC2)c2c1cccc2,64,IC50,1,,
CHEMBL576910,321.29999,O=C(N)c1c2nc(-c3ccc(C=4OC(=O)NN=4)cc3)[nH]c2ccc1,64,EC50,1,,
CHEMBL3971128,417.51001,O(C)c1cc(CCC(O)=Nc2cc(Cc3nnc(O)c4c3CCCC4)ccc2)ccc1,64,KI,1,,
CHEMBL2237221,399.56,O=C(N1CCN(CCC(C)C)CC1)c1cc2c(NC(=O)C3=C2CCSC3)cc1,65,IC50,1,,
CHEMBL593609,349.39001,O=C(N)c1c2nn(-c3ccc(CNC(=O)C4CNC4)cc3)cc2ccc1,65,IC50,1,,
CHEMBL203597,410.48001,O=C(N(Cc1ccncc1)C)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NCc32)CCC1,65,IC50,1,,
CHEMBL3912175,333.41,S(=O)(=O)(Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)C,65,KI,1,,
CHEMBL3912303,415.54001,OC(=NCCc1c(C)ccc(C)c1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,65,KI,1,,
CHEMBL3963058,376.42001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1c(O)cccn1,65,KI,1,,
CHEMBL3924915,399.42999,Fc1c(N2C(=O)C(C(C)C)N=C2O)cc(Cc2nnc(O)c3c2NCCC3)cc1,65,KI,1,,
CHEMBL187062,373.5,Oc1nc(CCCN2CC=C(c3ccccc3)CC2)nc2c(CC)cccc12,66,IC50,1,,
CHEMBL245558,426.45999,O=C1NC(=O)c2c1c1c([nH]c3c1cc(-c1nc(-c4oncc4)sc1)cc3)c1c2CCC1,66,IC50,1,,
CHEMBL3906574,417.47,OC(=Nc1cc2OCCOc2cc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,66,KI,1,,
CHEMBL2237213,425.60001,O=C(N1CCN(C2CCCCCC2)CC1)c1cc2c(NC(=O)C3=C2CCSC3)cc1,67,IC50,1,,
CHEMBL3963921,332.20001,Brc1c2NC3=C(c4nnc(O)c(c24)cc1)CCCCC3,67,IC50,1,,
CHEMBL509153,286.38,O=C(N)c1c2nc(C3N(CCC)CCCC3)[nH]c2ccc1,67,EC50,1,,
CHEMBL3935582,388.47,OC(=NCCc1ccncc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,67,KI,1,,
CHEMBL3105399,354.41,O=C(CCC1=Nc2c(C(=O)N1)cccc2)N1CCN(C(=O)C2CC2)CC1,67.099998,IC50,1,,
CHEMBL2237212,411.57001,O=C(N1CCN(C2CCCCC2)CC1)c1cc2c(NC(=O)C3=C2CCSC3)cc1,68,IC50,1,,
CHEMBL1171806,294.35001,O=C1NC=C(c2ccc(CN(C)C)cc2)c2c(O)cccc12,68,IC50,1,,
CHEMBL3927040,319.20001,Brc1cc(Cc2nnc(O)c3c2CCCC3)ccc1,68,KI,1,,
CHEMBL3975576,399.47,Fc1c(N=C(O)N2CCN(C)CC2)cc(Cc2nnc(O)c3c2CCCC3)cc1,68,KI,1,,
CHEMBL3958908,439.97,Clc1c(C(O)=Nc2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cc(SC)cc1,68,KI,1,,
CHEMBL3922055,415.54001,O=C(N(C(C)C)Cc1ccccc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,68,KI,1,,
CHEMBL424802,263.29999,O=C1NCCn2c(-c3ncccc3)cc3c2c1ccc3,68,KI,1,,
CHEMBL3764624,362.37,Fc1ccc([C@H]2[C@H](c3n(C)ncn3)C3=NNC(=O)c4c3c(N2)ccc4)cc1,68.900002,IC50,1,,
CHEMBL3914483,337.42001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)C1C(C)C1,69,KI,1,,
CHEMBL3946827,456.37,Clc1c(Cl)cccc1CCN=C(O)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,69,KI,1,,
CHEMBL3105886,334.42001,O=C(N)n1c2nc(-c3ccc(CN4CCCCC4)cc3)ccc2cc1,70,IC50,1,,
CHEMBL410733,473.56,O=C(NCC(=O)N1CCN(c2c(N)cccn2)CC1)CCN1C(=O)NC(=O)C2=C1CCSC2,70,IC50,1,,
CHEMBL107616,449.53,O=C(NCC(=O)c1cc(-c2ccccc2)ccc1)CCN1C(=O)NC(=O)C2=C1CCSC2,70,IC50,1,,
CHEMBL322957,452.32999,Brc1cc(C(=O)CNC(=O)CCN2C(=O)NC(=O)C3=C2CCSC3)ccc1,70,IC50,1,,
CHEMBL561717,339.39999,O=C(NCC1CCN(C)CC1)c1nn-2c(NC(=O)c3c-2cccc3)c1,70,IC50,1,,
CHEMBL3663654,356.45001,O=C(N)c1c2C(=O)N(C3CCN(Cc4sccc4)CC3)Nc2ccc1,70,IC50,1,,
CHEMBL3649808,372.47,O(C)c1c2c(NC(=O)C3=C2NCCC3)cc(CNCCN2CCOCC2)c1,70,IC50,1,,
CHEMBL3649757,243.31,O=C1Nc2c(ccc(CNC)c2)C=2NCCCC1=2,70,IC50,1,,
CHEMBL3939639,356.35001,Fc1cc2c(O)nc(c(OCCN)c2cc1)-c1cc2OCCOc2cc1,70,IC50,1,,
CHEMBL1205058,239.23,O=C(O)c1cc2nc(O)c3c(c2cc1)cccc3,70,IC50,1,,
CHEMBL3910486,356.39999,Fc1c(N2C(O)=NCCC2)cc(Cc2nnc(O)c3c2CCCC3)cc1,70,KI,1,,
CHEMBL3974120,246.34,Oc1nnc(Cc2sccc2)c2c1CCCC2,70,KI,1,,
CHEMBL3911107,463.57999,OC(=NCCc1ccc(-c2ccccc2)cc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,70,KI,1,,
CHEMBL3976456,253.31,Oc1nnc2c3c1ccc(C)c3NC1=C2CCCC1,70.699997,IC50,1,,
CHEMBL189500,348.45001,Oc1nc(CCCN2CCN(c3ccccc3)CC2)nc2c1cccc2,71,IC50,1,,
CHEMBL108431,334.42001,Oc1nc2c(nc(N3CCN(CC4CC4)CC3)cc2)c2c1cccc2,71,IC50,1,,
CHEMBL1092143,386.56,O=C1Nc2c(cc(OC3CCN(CCC(C)C)CC3)cc2)C2=C1CSCC2,71,IC50,1,,
CHEMBL519443,279.29999,O=C(N)c1c2nc(-c3ccc(OC)cc3)cnc2ccc1,71,IC50,1,,
CHEMBL1096560,238.25,O=C(N)c1c2nn(-c3ccccc3)nc2ccc1,71,IC50,1,,
CHEMBL3969141,428.41,Fc1c(N=C(O)Nc2c(F)ccc(Cc3nnc(O)c4c3CCCC4)c2)ccc(F)c1,71,KI,1,,
CHEMBL3317909,537.44,Brc1ccc(C(=O)N2CCN(C(=O)c3cc(CC4=NNC(=O)c5c4cccc5)sc3)CC2)cc1,72.339996,IC50,1,,
CHEMBL364763,358.44,Oc1nc(CCCN2Cc3[nH]c4c(c3CC2)cccc4)nc2c1cccc2,74,IC50,1,,
CHEMBL3911622,403.48001,O(CC(O)=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1cc(C)ccc1,74,KI,1,,
CHEMBL543394,348.45001,Oc1nc2c(nc(N3CCC(N4CCCC4)CC3)cc2)c2c1cccc2,75,IC50,1,,
CHEMBL81723,237.25999,O=C(N)c1c2nc(-c3ccccc3)[nH]c2ccc1,75,EC50,1,,
CHEMBL3926109,297.39999,Oc1nnc(Cc2cc(CNCC)ccc2)c2c1CCCC2,75,KI,1,,
CHEMBL2407982,468.98999,Clc1c(N2CCN(Cc3cc(C)c4OC(C)C(=O)Nc4c3)CC2)ccc(C(=O)NC2CC2)c1,76,IC50,1,,
CHEMBL451756,244.3,O=C(N)c1c2nc([C@H]3N(C)CCC3)[nH]c2ccc1,76,EC50,1,,
CHEMBL3942486,337.42001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)C1(C)CC1,76,KI,1,,
CHEMBL3982881,405.51999,S(C)c1ccc(NC(=O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cc1,76,KI,1,,
CHEMBL2377258,366.44,Fc1ccc(N2CCN(CCCC3=Nc4c(C(=O)N3)cccc4)CC2)cc1,77,IC50,1,,
CHEMBL3893072,366.42001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)C1(C(O)=N)CC1,77,KI,1,,
CHEMBL2237239,261.29999,O=C(O)c1cc2c(NC(=O)C3=C2CCSC3)cc1,78,IC50,1,,
CHEMBL3948359,387.48001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)CCc1ccccc1,78,KI,1,,
CHEMBL3317900,410.5,O=C(CC)N1CCN(C(=O)c2cc(CC3=NNC(=O)c4c3cccc4)sc2)CC1,78.620003,IC50,1,,
CHEMBL2237222,399.56,O=C(N1CCN(CCCCC)CC1)c1cc2c(NC(=O)C3=C2CCSC3)cc1,79,IC50,1,,
CHEMBL3291331,355.45999,O=C(N1CCN(CC)CC1)c1c(C)c2NC(=O)c3c(-c2s1)cccc3,79,IC50,1,,
CHEMBL3290490,470.54999,S(=O)(=O)(Nc1ccc(/C=C\2/C(=O)c3c(c(C(=O)N)ccc3)O/2)cc1)CCN1CCN(C)CC1,79,IC50,1,,
CHEMBL3956498,417.51001,O(C)c1c(CCN=C(O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cccc1,79,KI,1,,
CHEMBL188690,344.34,FC(F)(F)c1cc(-c2c(C)c3c4n2CCNC(=O)c4ccc3)ccc1,79,KI,1,,
CHEMBL187344,216.24001,O=C1NCCn2c3c(c(CO)c2)cccc13,79,KI,1,,
CHEMBL421605,434.29001,Brc1ccc(C(=O)CNC(=O)CCN2C(=O)NC(=O)C3=C2CCCC3)cc1,80,IC50,1,,
CHEMBL550382,325.37,O=C(NCC1CN(C)CC1)c1nn-2c(NC(=O)c3c-2cccc3)c1,80,IC50,1,,
CHEMBL371339,468.53,Fc1ccc(N2CCN(CC(=O)Nc3cc4c(-c5nc(O)c6c(c5C4)cccc6)cc3)CC2)cc1,80,IC50,1,,
CHEMBL204849,306.32001,O=C(O)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NCc32)CCC1,80,IC50,1,,
CHEMBL378794,419.53,O=C(NCc1cc2c3c([nH]c2cc1)c1c(c2C(=O)NCc32)CCC1)C(N)CCCCN,80,IC50,1,,
CHEMBL1093610,316.42999,O=C1Nc2c(cc(OC3CN(C)CC3)cc2)C2=C1CSCC2,80,IC50,1,,
CHEMBL3649775,287.35999,O(C)c1c2c(NC(=O)C3=C2NCCC3)cc(CN(C)C)c1,80,IC50,1,,
CHEMBL3937292,342.32999,Fc1cc2c(O)nc(c(OCCN)c2cc1)-c1cc2OCOc2cc1,80,IC50,1,,
CHEMBL568910,271.35999,O=C1NCCc2c3c(CCNC(C)C)c[nH]c3ccc12,82,IC50,1,,
CHEMBL2058691,342.37,Fc1c(C(=O)NC2CC2)cc(CC2=NNC(=O)C3=C2NCCC3)cc1,82,EC50,1,,
CHEMBL3949079,415.54001,OC(=NCCc1c(C)cc(C)cc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,82,KI,1,,
CHEMBL3913106,376.42001,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1c(O)nccc1,82,KI,1,,
CHEMBL203982,375.42999,O=C(N1CCOCC1)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NCc32)CCC1,83,IC50,1,,
CHEMBL3291335,371.45999,O=C(NCCN1CCOCC1)c1c(C)c2NC(=O)c3c(-c2s1)cccc3,83,IC50,1,,
CHEMBL594599,342.42001,S(=O)(=O)(Cc1ccccc1)N1C2c3c(C(=O)NC2)cccc3CC1,83,IC50,1,,
CHEMBL576423,314.35001,O=C(N)c1c2nc(-c3ccc(-c4ncccc4)cc3)[nH]c2ccc1,83,IC50,1,,
CHEMBL3937668,283.37,Oc1nnc(Cc2cc(CNC)ccc2)c2c1CCCC2,83,KI,1,,
CHEMBL3954323,479.57999,O(c1ccc(CCN=C(O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cc1)c1ccccc1,83,KI,1,,
CHEMBL3593993,450.42001,Fc1c(-c2cc(F)c(-c3[nH]c4c(c(C(=O)N)cc(F)c4)n3)cc2)ccc(NC(=O)C2CC2)c1,84,IC50,1,,
CHEMBL246192,452.32999,Brc1c(-c2cc3c4c([nH]c3cc2)c2c(c3C(=O)NC(=O)c43)CCC2)nc(C)s1,84,IC50,1,,
CHEMBL3945778,446.48001,Fc1c(N2C(=O)C(Cc3ccccc3)N=C2O)cc(Cc2nnc(O)c3c2CCCC3)cc1,84,KI,1,,
CHEMBL558056,311.42999,O=C1NCCc2c3c(CCNC4CCCCC4)c[nH]c3ccc12,85,IC50,1,,
CHEMBL3956979,412.48999,S(=O)(=O)(C)c1cc(-c2c(F)ccc(Cc3nnc(O)c4c3CCCC4)c2)ccc1,85,KI,1,,
CHEMBL3894113,388.39999,Fc1c(NC(O)=N[C@H](C(=O)O)C)cc(Cc2nnc(O)c3c2CCCC3)cc1,85,KI,1,,
CHEMBL3907646,374.44,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)Cc1ncccc1,85,KI,1,,
CHEMBL341427,423.63,[Si](OCc1ccc(-c2[nH]c3c(c(C(=O)N)ccc3)n2)cc1)(C(C)C)(C(C)C)C(C)C,85,KI,1,,
CHEMBL3317906,483.54999,O=C(N1CCN(C(=O)c2ccc(C#N)cc2)CC1)c1cc(CC2=NNC(=O)c3c2cccc3)sc1,85.529999,IC50,1,,
CHEMBL3291332,369.48999,O=C(N1CCN(C(C)C)CC1)c1c(C)c2NC(=O)c3c(-c2s1)cccc3,86,IC50,1,,
CHEMBL558796,379.45999,O=C(Nc1cnc2c(nc(O)c3c2cccc3)c1)CN1CCN(C(C)C)CC1,86,IC50,1,,
CHEMBL3942933,320.19,Brc1c(Cc2nnc(O)c3c2CCCC3)cccn1,86,KI,1,,
CHEMBL3916714,398.47,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1c2c([nH]c1)cccc2,86,KI,1,,
CHEMBL3972922,447.54001,O(C)c1c(OC)cccc1CCN=C(O)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,86,KI,1,,
CHEMBL443077,264.29001,O=C(N)c1c2nc(-c3ccc(N)cc3)cnc2ccc1,87,IC50,1,,
CHEMBL3969452,407.89999,Clc1c(C)cc(NC(=O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cc1,87,KI,1,,
CHEMBL186776,340.35999,Fc1ccc(C2C(/C(=N\O)/N)c3c4N2CCNC(=O)c4ccc3)cc1,87,KI,1,,
CHEMBL3102884,301.39001,O=C1/C(=C/NCC(CN(C)C)(C)C)/c2c(C(=O)N1)cccc2,87.400002,IC50,1,,
CHEMBL3105409,351.35999,O=C(Nc1ccc(C(=O)C)cc1)CCN1C(=O)NC(=O)c2c1cccc2,87.599998,IC50,1,,
CHEMBL523829,362.42999,O=C(N1CCN(C)CC1)c1cc(CC2=NNC(=O)c3c2cccc3)ccc1,88,IC50,1,,
CHEMBL519778,320.39999,O=C1NCCn2c(CN(Cc3ccccc3)C)nc3c2c1ccc3,88,IC50,1,,
CHEMBL3923230,421.92999,Clc1c(CCN=C(O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cccc1,88,KI,1,,
CHEMBL2407981,456.97,Clc1c(N2CCN(Cc3cc(C)c4OC(C)C(=O)Nc4c3)CC2)ccc(C(=O)NCC)c1,89,IC50,1,,
CHEMBL310120,329.35999,O=C(O)[C@@H](N)CCC(=O)N1Cc2c3c(c(O)nc2CC1)cccc3,89,IC50,1,,
CHEMBL107260,441.48999,O=C(NCC(=O)N1CCN(c2ncccn2)CC1)CCN1C(=O)NC(=O)C2=C1CCCC2,90,IC50,1,,
CHEMBL559584,409.48999,O=C(NCCC1(N2CCOCC2)CCCC1)c1nn-2c(NC(=O)c3c-2cccc3)c1,90,IC50,1,,
CHEMBL3606024,428.34,ClC1(Cl)CCC(N2CCC(N3C(=O)c4c(C(=O)N)cc(F)cc4C3)CC2)CC1,90,IC50,1,,
CHEMBL425560,321.38,O=C(Nc1cc(CC2=NNC(=O)c3c2cccc3)ccc1)CCC,90,IC50,1,,
CHEMBL3639486,345.47,O(C)c1c2c(NC(=O)C3=C2NCCC3)cc(CN2CCSCC2)c1,90,IC50,1,,
CHEMBL3649770,271.35999,O=C1Nc2c(ccc(CN(C)C)c2)C=2N(C)CCCC1=2,90,IC50,1,,
CHEMBL3422683,306.28,O=C1NN=C2NC(c3cc4OCOc4cc3)=Nc3c2c1ccc3,91.400002,IC50,1,,
CHEMBL296750,227.24001,Fc1cc2nc(O)c3c(c(C)ccc3)c2cc1,92,IC50,1,,
CHEMBL3962391,472.76999,Brc1cc(C(O)=Nc2cc(Cc3nnc(O)c4c3CCCC4)ccc2)c(Cl)cc1,92,KI,1,,
CHEMBL3922877,369.44,Fc1c(N(C(=O)C2CCC2)C)cc(Cc2nnc(O)c3c2CCCC3)cc1,92,KI,1,,
CHEMBL3910369,417.51001,O=C(Nc1ccc(OCCC)cc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,92,KI,1,,
CHEMBL446861,221.28,O=C1Nc2n(C)nc(C)c2C2=C1CSC2,92.699997,IC50,1,,
CHEMBL2237219,413.59,O=C(N1CCN(CCCCCC)CC1)c1cc2c(NC(=O)C3=C2CCSC3)cc1,94,IC50,1,,
CHEMBL460060,343.48001,O=C(N)c1c2nc(C3CCN(CCN(CC)CC)CC3)[nH]c2ccc1,94,EC50,1,,
CHEMBL3903127,366.45001,OC(=Nc1sccn1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,94,KI,1,,
CHEMBL3317902,502.60001,O=C(Cc1ccc(OC)cc1)N1CCN(C(=O)c2cc(CC3=NNC(=O)c4c3cccc4)sc2)CC1,94.879997,IC50,1,,
CHEMBL3663652,356.47,O=C(N)c1c2C(=O)N(C3CCN(CC4CCCCC4)CC3)Nc2ccc1,95,IC50,1,,
CHEMBL3949013,354.45001,OC(=NCCN(C)C)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,95,KI,1,,
CHEMBL3918492,325.23001,Brc1c(Cc2nnc(O)c3c2CCCC3)scc1,96,KI,1,,
CHEMBL3925413,409.48999,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1c2c(ccc1)cccc2,96,KI,1,,
CHEMBL595464,328.42001,O=C(CN1CCN(C)CC1)N1C2c3c(C(=O)NC2)cccc3CC1,97,IC50,1,,
CHEMBL560132,334.38,O=C(NCCc1c2c([nH]c1)ccc1C(=O)NCCc21)c1ccncc1,97,IC50,1,,
CHEMBL481403,363.42001,O=C(OCC)c1ccc(CCc2n3c4c(n2)cccc4C(=O)NCC3)cc1,97,IC50,1,,
CHEMBL513446,273.34,O=C(N)c1c2nc(C3N(C)CCN(C)C3)[nH]c2ccc1,97,EC50,1,,
CHEMBL194155,248.28,Oc1nc2-c3c(cc(N)cc3)Cc2c2c1cccc2,98,IC50,1,,
CHEMBL3937891,403.48001,O=C(Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1ccc(OCC)cc1,98,KI,1,,
CHEMBL82336,408.54999,O=C(CCN1CCC(N2CCCC2)CC1)N1Cc2c3c(c(O)nc2CC1)cccc3,99,IC50,1,,
CHEMBL1091710,233.28999,O=C1Nc2c(cc(O)cc2)C2=C1CSCC2,99,IC50,1,,
CHEMBL3958218,421.92999,Clc1ccc(CCC(O)=Nc2cc(Cc3nnc(O)c4c3CCCC4)ccc2)cc1,99,KI,1,,
CHEMBL3963289,473.53,O(C(O)=N[C@H](C(=O)N1Cc2[nH]c3c4c(C(O)=NN=C(c24)C1)ccc3)Cc1ccccc1)C(C)(C)C,100,IC50,0,,
CHEMBL3291318,324.38,O=C(N1CCNCCC1)c1n(C)c-2c(NC(=O)c3c-2cccc3)c1,100,IC50,0,,
CHEMBL3291322,368.44,O=C(NCCCN1CCOCC1)c1n(C)c-2c(NC(=O)c3c-2cccc3)c1,100,IC50,0,,
CHEMBL550724,368.48001,O=C(NCCc1c2c([nH]c1)ccc1C(=O)NCCc21)CC1CCN(C)CC1,100,IC50,0,,
CHEMBL473036,526.51001,O=C(NCOC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)CCC(=O)Nc1c2c(C(=O)NC2)ccc1,100,IC50,0,,
CHEMBL3663641,392.45001,FC1(F)CCC(N2CCC(N3N(C)c4c(c(C(=O)N)ccc4)C3=O)CC2)CC1,100,IC50,0,,
CHEMBL3606016,388.47,O=C(N)c1c2C(=O)N(C3CCN(Cc4cc5c([nH]cc5)cc4)CC3)Cc2ccc1,100,IC50,0,,
CHEMBL3644777,391.42999,O=C1NN=C2c3c1cccc3Oc1c2cc(CN2CCC3(OCCO3)CC2)cc1,100,IC50,0,,
CHEMBL3644776,377.44,O=C1NN=C2c3c1cccc3Oc1c2cc(CN2CCC(CCO)CC2)cc1,100,IC50,0,,
CHEMBL3644773,337.38,O=C1NN=C2c3c1cccc3Oc1c2cc(CN(CCO)CC)cc1,100,IC50,0,,
CHEMBL3649744,257.34,O=C1Nc2c(ccc(C(NC)C)c2)C=2NCCCC1=2,100,IC50,0,,
CHEMBL551916,321.34,O(C)c1c(OC)cccc1-c1nn-2c(NC(=O)c3c-2cccc3)c1,100,IC50,0,,
CHEMBL3937804,377.20999,Brc1cc(-c2c(OCCN)c3c(c(O)n2)cc(F)cc3)ccc1,100,IC50,0,,
CHEMBL1094952,271.70999,Clc1c(-n2nc3c(C(=O)N)cccc3c2)cccc1,100,IC50,0,,
CHEMBL371819,333.39001,O=C(NCCC)Nc1cc2c(-c3nc(O)c4c(c3C2)cccc4)cc1,100,IC50,0,,
CHEMBL3980063,349.39001,O=C(Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1occc1,100,KI,0,,
CHEMBL481603,274.28,O=C(N)c1c2nc(-c3ccc(C#N)cc3)cnc2ccc1,101,IC50,0,,
CHEMBL3901639,304.38,[SH0](=O)(C)c1nc(Cc2nnc(O)c3c2CCCC3)ccn1,101,KI,0,,
CHEMBL482059,467.54001,Fc1c(C(=O)N2CCN(C(=O)C3CCCC3)CC2)cc(CCOc2c(C(=O)N)cccc2)cc1,103,IC50,0,,
CHEMBL250489,381.91,Clc1c2N=C(CCCN3CCC(c4ccccc4)CC3)NC(=O)c2ccc1,103,IC50,0,,
CHEMBL3927757,390.48999,OC(=Nc1cc(Cc2nnc(O)c3c2CCCC3)ccc1)c1c(C)n(C)c(C)c1,103,KI,0,,
CHEMBL3922239,324.31,Fc1c(N2C(=O)CC2)cc(Cc2nnc(O)c3c2nccc3)cc1,103,KI,0,,
CHEMBL3317897,422.51001,O=C(N1CCN(C(=O)C2CC2)CC1)c1cc(CC2=NNC(=O)c3c2cccc3)sc1,104.9,IC50,0,,
CHEMBL381475,400.44,O=C(NCCn1nncc1)c1cc2c3c([nH]c2cc1)c1c(c2C(=O)NCc32)CCC1,105,IC50,0,,
CHEMBL191185,403.48001,O=C(Nc1cc2c(-c3nc(O)c4c(c3C2)cccc4)cc1)CCCN1CCOCC1,105,IC50,0,,
CHEMBL3763209,347.42001,O=C1NN=C2C(C(c3cnccc3)Nc3c2c1ccc3)C1CNCCC1,105,IC50,0,,
CHEMBL3949339,429.56,O=C(N(CCCC)Cc1ccccc1)c1cc(Cc2nnc(O)c3c2CCCC3)ccc1,105,KI,0,,
CHEMBL366295,186.21001,O=C1NCCn2c3c(cc2)cccc13,105,KI,0,,
CHEMBL496937,265.32001,O=C1Nc2n(C)nc(-c3ccccc3)c2C2=C1CCC2,106,IC50,0,,
CHEMBL364752,333.39001,O=C(Nc1cc2c(-c3nc(O)c4c(c3C2)cccc4)cc1)CN(C)C,107,IC50,0,,
CHEMBL3317916,459.53,O=C(N1CCN(C(=O)c2ccncc2)CC1)c1cc(CC2=NNC(=O)c3c2cccc3)sc1,107.8,IC50,0,,
CHEMBL3763383,341.37,O=C1NN=C2C(c3ncccc3)C(c3ncccc3)Nc3c2c1ccc3,108,IC50,0,,
